접수년도,자치구코드,자치구명,법정동코드,법정동명,지번구분코드,지번구분,본번,부번,층,계약일,전월세구분,임대면적,보증금(만원),임대료(만원),건물명,건축년도,건물용도,주소,위도,경도,제곱미터당전세가,평당전세가
2017,11680,강남구,10300,개포동,1,대지,12,0,13.0,20170415,전세,49.86,40000,0,성원대치2단지아파트,1992.0,아파트,강남구 개포동 12,37.4941844,127.0752156,802.25,242.68
2022,11350,노원구,10400,하계동,1,대지,275,0,1.0,20220712,전세,136.68,73000,0,청구하계301및302동,1996.0,연립다세대,노원구 하계동 275,37.6340037,127.0715773,534.09,161.56
2017,11440,마포구,10400,도화동,1,대지,185,19,2.0,20170502,월세,21.21,3000,30,(185-19),2012.0,연립다세대,마포구 도화동 185-19,37.541362,126.9517035,141.44,42.79
2019,11500,강서구,10300,화곡동,1,대지,24,162,7.0,20190124,전세,37.2,7500,0,(24-162),1997.0,오피스텔,강서구 화곡동 24-162,37.5454063,126.8481273,201.61,60.99
2017,11710,송파구,10200,신천동,1,대지,17,0,10.0,20170505,월세,59.95,40000,75,파크리오,2008.0,아파트,송파구 신천동 17,37.5205362,127.1061511,667.22,201.83
2021,11215,광진구,10300,구의동,1,대지,199,18,10.0,20201204,전세,84.94,55000,0,삼성쉐르빌,2001.0,아파트,광진구 구의동 199-18,37.5399001,127.0948193,647.52,195.87
2018,11440,마포구,12700,상암동,1,대지,1748,0,9.0,20181124,월세,24.2,3000,50,상암 오벨리스크 2차,2014.0,오피스텔,마포구 상암동 1748,37.5833758,126.8808867,123.97,37.5
2011,11350,노원구,10500,상계동,1,대지,691,0,14.0,20110502,전세,45.55,9500,0,상계주공7(고층),1988.0,아파트,노원구 상계동 691,37.6601568,127.0623087,208.56,63.09
2015,11350,노원구,10400,하계동,1,대지,270,0,11.0,20151026,전세,84.95,36000,0,현대,1988.0,아파트,노원구 하계동 270,37.6368495,127.0663824,423.78,128.19
2022,11650,서초구,10200,양재동,1,대지,357,3,2.0,20220115,전세,28.34,32000,0,일조파크뷰-나동,2015.0,연립다세대,서초구 양재동 357-3,37.4675998,127.0445524,1129.15,341.57
2022,11380,은평구,11400,진관동,1,대지,107,0,7.0,20220815,월세,59.37,32000,60,은평뉴타운마고정(센트레빌3단지),2009.0,아파트,은평구 진관동 107,37.6333606,126.9276514,538.99,163.05
2022,11650,서초구,10200,양재동,1,대지,212,0,22.0,20220816,전세,59.98,25268,0,양재리본타워2단지,2014.0,아파트,서초구 양재동 212,37.4650013,127.0361552,421.27,127.44
2021,11680,강남구,11100,세곡동,1,대지,516,0,8.0,20210218,월세,49.74,4565,32,세곡리엔파크(3단지),2011.0,아파트,강남구 세곡동 516,37.4637798,127.10441,91.78,27.76
2016,11320,도봉구,10600,방학동,1,대지,719,2,3.0,20160130,월세,26.4,500,55,북한산현대렉시온오피스텔,2004.0,오피스텔,도봉구 방학동 719-2,37.6690325,127.0447344,18.94,5.73
2022,11530,구로구,10700,개봉동,1,대지,403,167,4.0,20220323,전세,28.13,31500,0,더원하우스,2022.0,연립다세대,구로구 개봉동 403-167,37.4878767,126.8566622,1119.8,338.74
2019,11380,은평구,10600,대조동,1,대지,49,21,5.0,20191013,월세,19.8,500,40,원창오피스텔,2003.0,오피스텔,은평구 대조동 49-21,37.6100536,126.9197732,25.25,7.64
2019,11500,강서구,10200,등촌동,1,대지,695,0,13.0,20190408,월세,58.14,300,20,주공5,1995.0,아파트,강서구 등촌동 695,37.5604513,126.8448691,5.16,1.56
2022,11530,구로구,10800,오류동,1,대지,344,0,4.0,20221210,전세,84.91,50000,0,경남아너스빌,2003.0,아파트,구로구 오류동 344,37.4904775,126.8397906,588.86,178.13
2021,11380,은평구,10700,응암동,1,대지,768,0,11.0,20210202,월세,39.1,9401,23,백련산해모로,2020.0,아파트,은평구 응암동 768,37.5962506,126.9220474,240.43,72.73
2019,11305,강북구,10200,번동,1,대지,656,0,9.0,20190404,전세,84.93,29000,0,번동금호어울림,1998.0,아파트,강북구 번동 656,37.6306056,127.0354162,341.46,103.29
2017,11590,동작구,10700,사당동,1,대지,105,0,8.0,20170709,전세,59.89,40000,0,사당우성3,1993.0,아파트,동작구 사당동 105,37.4896386,126.9759403,667.89,202.04
2019,11680,강남구,10600,대치동,1,대지,670,0,20.0,20181002,전세,161.47,220000,0,동부센트레빌,2005.0,아파트,강남구 대치동 670,37.4927927,127.0557447,1362.48,412.15
2017,11290,성북구,13300,정릉동,1,대지,1014,0,16.0,20170531,전세,59.9,25000,0,정릉스카이쌍용아파트,1999.0,아파트,성북구 정릉동 1014,37.5996483,127.0165529,417.36,126.25
2012,11320,도봉구,10500,쌍문동,1,대지,54,0,11.0,20121102,전세,44.55,9500,0,현대1,1990.0,아파트,도봉구 쌍문동 54,37.6585638,127.031201,213.24,64.51
2018,11620,관악구,10200,신림동,1,대지,1566,13,2.0,20180108,월세,43.71,10000,55,아름채(1566-13),2017.0,연립다세대,관악구 신림동 1566-13,37.478717,126.9163166,228.78,69.21
2022,11560,영등포구,11500,당산동5가,1,대지,40,0,17.0,20220528,전세,59.94,43000,0,성원,1997.0,아파트,영등포구 당산동5가 40,37.5344144,126.8995628,717.38,217.01
2015,11620,관악구,10100,봉천동,1,대지,1659,10,6.0,20150117,월세,15.72,1000,40,동남오피스텔,2001.0,오피스텔,관악구 봉천동 1659-10,37.4768932,126.9626569,63.61,19.24
2018,11590,동작구,10500,흑석동,1,대지,341,0,11.0,20181130,전세,84.75,19000,0,아크로리버하임,2019.0,아파트,동작구 흑석동 341,37.5107584,126.9597429,224.19,67.82
2011,11620,관악구,10200,신림동,1,대지,1694,0,3.0,20110927,전세,59.85,17500,0,신림현대,1993.0,아파트,관악구 신림동 1694,37.4751021,126.9324828,292.4,88.45
2021,11545,금천구,10200,독산동,1,대지,1004,13,5.0,20210507,전세,16.22,13000,0,명남더블레스,2018.0,오피스텔,금천구 독산동 1004-13,37.4650626,126.8904071,801.48,242.45
2021,11650,서초구,10200,양재동,1,대지,265,17,3.0,20211117,월세,37.49,3000,37,자연주택,2021.0,연립다세대,서초구 양재동 265-17,37.4741219,127.0436495,80.02,24.21
2019,11620,관악구,10100,봉천동,1,대지,867,14,8.0,20191031,전세,19.76,16500,0,관전 G타워,2019.0,오피스텔,관악구 봉천동 867-14,37.4800384,126.9505017,835.02,252.59
2017,11470,양천구,10200,목동,1,대지,505,12,3.0,20170505,전세,29.85,16500,0,엘지하이츠(505-12),2011.0,연립다세대,양천구 목동 505-12,37.54617289999999,126.8694201,552.76,167.21
2021,11560,영등포구,10900,영등포동8가,1,대지,45,8,3.0,20210124,전세,18.15,15000,0,리안펠리체,2014.0,오피스텔,영등포구 영등포동8가 45-8,37.5264472,126.9060464,826.45,250.0
2014,11710,송파구,10800,문정동,1,대지,87,14,4.0,20141127,전세,49.34,19000,0,(87-14),2008.0,연립다세대,송파구 문정동 87-14,37.483908,127.1274601,385.08,116.49
2018,11500,강서구,10500,마곡동,1,대지,784,0,10.0,20180818,월세,17.96,5000,26,마곡경동미르웰,2015.0,오피스텔,강서구 마곡동 784,37.566206,126.8402258,278.4,84.21
2021,11500,강서구,10600,내발산동,1,대지,715,7,2.0,20210601,전세,29.98,22000,0,성강청안채,2017.0,연립다세대,강서구 내발산동 715-7,37.5489999,126.8338788,733.82,221.98
2018,11500,강서구,10900,방화동,1,대지,902,0,2.0,20171128,전세,50.51,34000,0,방화메이빌,2017.0,아파트,강서구 방화동 902,37.5795641,126.8140035,673.13,203.62
2016,11620,관악구,10100,봉천동,1,대지,948,4,3.0,20161104,월세,17.51,3000,35,웰빙오피스텔,2004.0,오피스텔,관악구 봉천동 948-4,37.484485,126.9384581,171.33,51.83
2014,11500,강서구,10600,내발산동,1,대지,753,0,14.0,20140328,전세,84.96,27000,0,마곡수명산파크4단지,2008.0,아파트,강서구 내발산동 753,37.5512345,126.8233513,317.8,96.13
2015,11350,노원구,10300,공릉동,1,대지,81,0,11.0,20150121,전세,49.6,17800,0,태강아파트,1999.0,아파트,노원구 공릉동 81,37.6234994,127.0831875,358.87,108.56
2015,11500,강서구,10100,염창동,1,대지,270,1,7.0,20150729,월세,59.97,10000,30,태영,1999.0,아파트,강서구 염창동 270-1,37.5533765,126.8672114,166.75,50.44
2018,11170,용산구,11500,산천동,1,대지,193,0,19.0,20181110,월세,59.55,10000,75,리버힐삼성,2001.0,아파트,용산구 산천동 193,37.5350017,126.9505935,167.93,50.8
2021,11320,도봉구,10700,창동,1,대지,621,1,4.0,20210301,전세,80.3,19950,0,한일아파트,2001.0,아파트,도봉구 창동 621-1,37.6460321,127.0371644,248.44,75.15
2016,11230,동대문구,10600,장안동,1,대지,373,3,11.0,20151017,전세,24.0,11000,0,현대썬앤빌 601,2015.0,오피스텔,동대문구 장안동 373-3,37.5691797,127.0693603,458.33,138.65
2017,11170,용산구,12900,이촌동,1,대지,436,0,32.0,20170904,전세,124.02,157000,0,래미안첼리투스아파트,2015.0,아파트,용산구 이촌동 436,37.5171781,126.9799908,1265.92,382.94
2013,11410,서대문구,11100,홍제동,1,대지,460,0,4.0,20130914,월세,59.93,14000,40,인왕산현대,2000.0,아파트,서대문구 홍제동 460,37.5855294,126.9508205,233.61,70.67
2020,11140,중구,17100,중림동,1,대지,355,0,14.0,20200109,월세,117.74,18000,150,브라운스톤(355-0),2006.0,아파트,중구 중림동 355,37.5606355,126.9683413,152.88,46.25
2018,11650,서초구,10100,방배동,1,대지,791,10,1.0,20171103,전세,159.27,85000,0,동광빌라트,1994.0,아파트,서초구 방배동 791-10,37.49277310000001,126.9871776,533.68,161.44
2012,11290,성북구,10700,동소문동4가,1,대지,152,1,1.0,20120412,월세,81.99,15500,35,청기와빌라(152-1),1991.0,연립다세대,성북구 동소문동4가 152-1,37.5918227,127.0106191,189.05,57.19
2020,11650,서초구,10200,양재동,1,대지,15,11,2.0,20200618,전세,58.72,65000,0,리시본하우스,2020.0,아파트,서초구 양재동 15-11,37.481091,127.038656,1106.95,334.85
2018,11110,종로구,18700,무악동,1,대지,88,0,15.0,20180309,전세,84.24,55000,0,인왕산2차아이파크,2015.0,아파트,종로구 무악동 88,37.5757367,126.959609,652.9,197.5
2014,11440,마포구,12300,망원동,1,대지,380,4,3.0,20140218,월세,76.12,20000,10,이레휘즈,2009.0,연립다세대,마포구 망원동 380-4,37.5550653,126.9085016,262.74,79.48
2022,11560,영등포구,10300,영등포동2가,1,대지,28,119,9.0,20220219,월세,21.63,1000,80,블루오션,2019.0,연립다세대,영등포구 영등포동2가 28-119,37.5205602,126.9116441,46.23,13.99
2020,11680,강남구,10400,청담동,1,대지,43,0,7.0,20201110,전세,59.97,70000,0,청담우방아파트,1999.0,아파트,강남구 청담동 43,37.5181415,127.0439971,1167.25,353.09
2020,11305,강북구,10100,미아동,1,대지,811,0,2.0,20200206,전세,84.92,40900,0,두산위브트레지움,2011.0,아파트,강북구 미아동 811,37.6177639,127.0169309,481.63,145.69
2021,11470,양천구,10300,신월동,1,대지,1027,0,9.0,20211003,전세,84.63,34000,0,양천벽산블루밍2단지,2006.0,아파트,양천구 신월동 1027,37.525063,126.8387343,401.75,121.53
2016,11350,노원구,10300,공릉동,1,대지,715,0,4.0,20160226,전세,39.6,14000,0,시영3차(라이프)아파트,1994.0,아파트,노원구 공릉동 715,37.6272664,127.0686136,353.54,106.94
2015,11740,강동구,10300,상일동,1,대지,124,0,2.0,20150416,전세,55.44,16000,0,주공6,1983.0,아파트,강동구 상일동 124,37.5512348,127.1721537,288.6,87.3
2021,11290,성북구,13800,장위동,1,대지,219,67,4.0,20210424,전세,32.67,7500,0,성진아트빌,2002.0,연립다세대,성북구 장위동 219-67,37.6164744,127.0422061,229.57,69.44
2019,11380,은평구,10200,녹번동,1,대지,151,13,3.0,20190104,전세,29.89,19500,0,리오하우스,2018.0,연립다세대,은평구 녹번동 151-13,37.6059456,126.9258275,652.39,197.35
2021,11710,송파구,10800,문정동,1,대지,121,11,5.0,20211128,전세,33.92,16000,0,영진스위트빌,2011.0,연립다세대,송파구 문정동 121-11,37.4882536,127.1324695,471.7,142.69
2018,11350,노원구,10500,상계동,1,대지,1048,37,5.0,20180511,전세,68.43,16000,0,(1048-37),2004.0,연립다세대,노원구 상계동 1048-37,37.6744958,127.0527377,233.82,70.73
2014,11350,노원구,10500,상계동,1,대지,1313,0,4.0,20140820,전세,84.96,27000,0,수락리버시티4단지,2009.0,아파트,노원구 상계동 1313,37.6860515,127.0535696,317.8,96.13
2019,11350,노원구,10500,상계동,1,대지,691,0,1.0,20191005,전세,45.9,13000,0,상계주공7(고층),1988.0,아파트,노원구 상계동 691,37.6601568,127.0623087,283.22,85.68
2022,11410,서대문구,11000,북아현동,1,대지,149,0,7.0,20221021,전세,59.97,64000,0,e편한세상신촌3단지,2018.0,아파트,서대문구 북아현동 149,37.56241680000001,126.9543856,1067.2,322.83
2020,11530,구로구,10300,가리봉동,1,대지,134,106,4.0,20191125,월세,35.45,3000,28,(134-106),1994.0,연립다세대,구로구 가리봉동 134-106,37.4803012,126.8919063,84.63,25.6
2012,11470,양천구,10200,목동,1,대지,755,2,1.0,20121022,전세,84.39,22000,0,목동태진드림피아,2004.0,아파트,양천구 목동 755-2,37.53789,126.8704497,260.69,78.86
2022,11500,강서구,10800,공항동,1,대지,675,3,3.0,20220422,전세,29.82,18400,0,도희하우스,2017.0,연립다세대,강서구 공항동 675-3,37.5555984,126.8150959,617.04,186.65
2015,11350,노원구,10400,하계동,1,대지,288,0,11.0,20150109,전세,75.35,29000,0,하계2현대,1997.0,아파트,노원구 하계동 288,37.6446072,127.0720589,384.87,116.42
2020,11380,은평구,10400,갈현동,1,대지,509,6,2.0,20200301,전세,42.51,16500,0,동양하우징(509-6),2010.0,연립다세대,은평구 갈현동 509-6,37.6151185,126.9116898,388.14,117.41
2021,11620,관악구,10100,봉천동,1,대지,1718,0,1.0,20201219,전세,59.99,42000,0,벽산블루밍,2005.0,아파트,관악구 봉천동 1718,37.4892875,126.9447672,700.12,211.79
2013,11650,서초구,10600,잠원동,1,대지,74,2,5.0,20130419,전세,108.86,25000,0,신반포6,1980.0,아파트,서초구 잠원동 74-2,37.5087872,127.0022868,229.65,69.47
2012,11590,동작구,10900,신대방동,1,대지,366,119,3.0,20120719,전세,49.5,13500,0,장원빌라(366-119),1997.0,연립다세대,동작구 신대방동 366-119,37.4955888,126.9257615,272.73,82.5
2021,11320,도봉구,10800,도봉동,1,대지,30,1,10.0,20210906,전세,84.94,43000,0,한신,1995.0,아파트,도봉구 도봉동 30-1,37.6857362,127.0480605,506.24,153.14
2021,11230,동대문구,10600,장안동,1,대지,365,4,3.0,20210727,전세,37.66,15500,0,서희스타힐스,2013.0,오피스텔,동대문구 장안동 365-4,37.5692893,127.0705358,411.58,124.5
2020,11320,도봉구,10500,쌍문동,1,대지,524,3,5.0,20200624,전세,28.12,19500,0,채움빌,2019.0,연립다세대,도봉구 쌍문동 524-3,37.6571691,127.0176636,693.46,209.77
2015,11590,동작구,10200,상도동,1,대지,279,217,5.0,20150820,전세,42.08,16000,0,대흥미소가(279-217),2011.0,연립다세대,동작구 상도동 279-217,37.4965092,126.9380153,380.23,115.02
2013,11680,강남구,11500,수서동,1,대지,738,0,6.0,20130410,전세,84.46,33000,0,동익,1993.0,아파트,강남구 수서동 738,37.4853216,127.0965129,390.72,118.19
2012,11140,중구,16200,신당동,1,대지,844,0,11.0,20120605,전세,84.88,29000,0,남산타운,2002.0,아파트,중구 신당동 844,37.5490132,127.0092806,341.66,103.35
2020,11200,성동구,11400,성수동1가,1,대지,704,0,3.0,20200309,전세,84.21,50000,0,한진타운,1994.0,아파트,성동구 성수동1가 704,37.5411127,127.0452984,593.75,179.61
2019,11500,강서구,10200,등촌동,1,대지,641,10,8.0,20190301,전세,14.53,14000,0,퀸즈오피스텔,2018.0,오피스텔,강서구 등촌동 641-10,37.5566662,126.8561313,963.52,291.47
2022,11680,강남구,11500,수서동,1,대지,716,0,4.0,20220719,전세,38.02,19950,0,사이룩스,2003.0,오피스텔,강남구 수서동 716,37.488456,127.10419,524.72,158.73
2013,11620,관악구,10300,남현동,1,대지,1068,1,2.0,20130924,전세,80.16,26000,0,리베하우스,2003.0,연립다세대,관악구 남현동 1068-1,37.47554179999999,126.9751409,324.35,98.12
2019,11380,은평구,10700,응암동,1,대지,111,48,3.0,20190909,전세,71.16,30000,0,프라임팰리스,2003.0,아파트,은평구 응암동 111-48,37.5994314,126.9184592,421.59,127.53
2015,11470,양천구,10100,신정동,1,대지,983,7,3.0,20150116,전세,44.96,12000,0,화이트하우스,1997.0,연립다세대,양천구 신정동 983-7,37.5226754,126.8606065,266.9,80.74
2022,11305,강북구,10300,수유동,1,대지,455,30,3.0,20221102,전세,41.16,20100,0,상록캐스빌(455-30),2013.0,연립다세대,강북구 수유동 455-30,37.6344003,127.0135825,488.34,147.72
2018,11680,강남구,10400,청담동,1,대지,134,38,6.0,20180814,월세,89.36,75000,150,청담자이,2011.0,아파트,강남구 청담동 134-38,37.5236009,127.0571953,839.3,253.89
2012,11680,강남구,11800,도곡동,1,대지,467,29,50.0,20120607,전세,141.38,95000,0,타워팰리스3,2004.0,아파트,강남구 도곡동 467-29,37.4873359,127.0528298,671.95,203.26
2019,11140,중구,16200,신당동,1,대지,856,0,12.0,20190614,전세,59.78,50000,0,신당KCC스위첸,2019.0,아파트,중구 신당동 856,37.5631807,127.0247548,836.4,253.01
2020,11440,마포구,12700,상암동,1,대지,1689,0,3.0,20191109,월세,84.53,5000,150,상암월드컵파크6단지,2005.0,아파트,마포구 상암동 1689,37.57981789999999,126.8842548,59.15,17.89
2022,11440,마포구,10500,용강동,1,대지,508,0,9.0,20220325,월세,84.98,75000,150,e편한세상마포리버파크,2016.0,아파트,마포구 용강동 508,37.5415624,126.9437176,882.56,266.97
2011,11470,양천구,10200,목동,1,대지,318,175,1.0,20111019,전세,61.58,8000,0,남경베스트빌,2001.0,연립다세대,양천구 목동 318-175,37.5418372,126.8673129,129.91,39.3
2020,11230,동대문구,10400,전농동,1,대지,103,93,4.0,20200704,전세,29.96,21000,0,포시즌,2018.0,연립다세대,동대문구 전농동 103-93,37.5842284,127.0526079,700.93,212.03
2015,11230,동대문구,10900,휘경동,1,대지,319,5,5.0,20151216,월세,13.86,1000,38,휘경동 코업레지던스,2002.0,오피스텔,동대문구 휘경동 319-5,37.5895559,127.056465,72.15,21.83
2020,11500,강서구,10200,등촌동,1,대지,630,3,6.0,20200417,전세,66.9,33000,0,우성,1992.0,아파트,강서구 등촌동 630-3,37.5575122,126.8597021,493.27,149.22
2022,11590,동작구,10400,본동,1,대지,492,0,7.0,20220916,전세,84.23,61900,0,삼성래미안,2004.0,아파트,동작구 본동 492,37.51001610000001,126.9500796,734.89,222.3
